name,d2018,d2017,d2016,industry,coding,T_ind,market_value
(株)デジタルガレージ【4819】,14569,10293,13542,情報・通信,4819,情報・通信,"235,930"
(株)フルキャストホールディングス【4848】,6131,7224,5896,サービス業,4848,サービス業,"96,752"
エン・ジャパン(株)【4849】,7771,11005,11661,サービス業,4849,サービス業,"232,174"
サワイグループホールディングス(株)【4887】,,,,医薬品,4887,医薬品,"220,270"
富士フイルムホールディングス(株)【4901】,165473,186570,209827,化学,4901,化学,"4,555,982"
コニカミノルタ(株)【4902】,-16266,8211,62444,電気機器,4902,電気機器,"296,069"
(株)資生堂【4911】,14963,113831,108350,化学,4911,化学,"2,945,200"
ライオン(株)【4912】,44074,29832,34196,化学,4912,化学,"569,815"
(株)ファンケル【4921】,11576,14125,12387,化学,4921,化学,"451,674"
(株)コーセー【4922】,13294,40231,52408,化学,4922,化学,"854,961"
(株)ポーラ・オルビスホールディングス【4927】,13752,31137,39496,化学,4927,化学,"570,549"
小林製薬(株)【4967】,25943,26355,26289,化学,4967,化学,"707,271"
出光興産(株)【5019】,140062,-3860,179319,石油・石炭製品,5019,石油・石炭製品,"965,082"
ＥＮＥＯＳホールディングス(株)【5020】,254175,-113061,537083,石油・石炭製品,5020,石油・石炭製品,"1,502,727"
コスモエネルギーホールディングス(株)【5021】,101289,13893,94653,石油・石炭製品,5021,石油・石炭製品,"208,027"
横浜ゴム(株)【5101】,36409,58564,53478,ゴム製品,5101,ゴム製品,"333,842"
ＴＯＹＯ　ＴＩＲＥ(株)【5105】,36328,38447,42390,ゴム製品,5105,ゴム製品,"286,338"
(株)ブリヂストン【5108】,64114,326098,402732,ゴム製品,5108,ゴム製品,"3,640,575"
住友ゴム工業(株)【5110】,38701,33065,57155,ゴム製品,5110,ゴム製品,"376,941"
ＡＧＣ(株)【5201】,59711,76002,122499,ガラス・土石製品,5201,ガラス・土石製品,"1,296,416"
日本板硝子(株)【5202】,-8329,-2783,29787,ガラス・土石製品,5202,ガラス・土石製品,"57,834"
日本電気硝子(株)【5214】,17660,15937,24865,ガラス・土石製品,5214,ガラス・土石製品,"281,153"
住友大阪セメント(株)【5232】,16631,16128,14178,ガラス・土石製品,5232,ガラス・土石製品,"122,903"
太平洋セメント(株)【5233】,63610,61008,66012,ガラス・土石製品,5233,ガラス・土石製品,"297,644"
東海カーボン(株)【5301】,7858,54344,75284,ガラス・土石製品,5301,ガラス・土石製品,"328,642"
ＴＯＴＯ(株)【5332】,41351,36760,40167,ガラス・土石製品,5332,ガラス・土石製品,"1,014,103"
日本ガイシ(株)【5333】,50823,55000,64705,ガラス・土石製品,5333,ガラス・土石製品,"603,972"
日本特殊陶業(株)【5334】,47389,48447,58672,ガラス・土石製品,5334,ガラス・土石製品,"349,140"
ニチアス(株)【5393】,19616,20427,22629,ガラス・土石製品,5393,ガラス・土石製品,"184,177"
日本製鉄(株)【5401】,11381,-406119,265111,鉄鋼,5401,鉄鋼,"1,844,099"
(株)神戸製鋼所【5406】,30398,9863,48282,鉄鋼,5406,鉄鋼,"236,472"
ジェイ　エフ　イー　ホールディングス(株)【5411】,7566,-200927,221818,鉄鋼,5411,鉄鋼,"1,031,028"
大平洋金属(株)【5541】,-493,-1879,176,鉄鋼,5541,鉄鋼,"40,329"
(株)日本製鋼所【5631】,10226,18709,24290,機械,5631,機械,"248,035"
日本軽金属ホールディングス(株)【5703】,24194,24607,30052,非鉄金属,5703,非鉄金属,"119,152"
三井金属【5706】,51124,13037,18222,非鉄金属,5706,非鉄金属,"190,269"
東邦亜鉛(株)【5707】,5894,-14217,531,非鉄金属,5707,非鉄金属,"43,406"
三菱マテリアル(株)【5711】,26567,37952,36861,非鉄金属,5711,非鉄金属,"291,644"
住友金属鉱山(株)【5713】,96462,65325,82167,非鉄金属,5713,非鉄金属,"1,274,347"
ＤＯＷＡホールディングス(株)【5714】,37454,25955,18671,非鉄金属,5714,非鉄金属,"296,928"
古河電気工業(株)【5801】,8429,23565,40842,非鉄金属,5801,非鉄金属,"180,837"
住友電気工業(株)【5802】,113926,127216,166260,非鉄金属,5802,非鉄金属,"1,211,553"
(株)フジクラ【5803】,24422,3346,27679,非鉄金属,5803,非鉄金属,"195,566"
アサヒホールディングス(株)【5857】,25126,20119,14478,非鉄金属,5857,非鉄金属,"174,961"
三和ホールディングス(株)【5929】,33077,34217,31593,金属製品,5929,金属製品,"327,096"
リンナイ(株)【5947】,40690,34422,30879,金属製品,5947,金属製品,"583,746"
三浦工業(株)【6005】,17858,18540,16682,機械,6005,機械,"539,378"
テクノプロ・ホールディングス(株)【6028】,19461,15772,13739,サービス業,6028,サービス業,"391,943"
(株)アイ・アールジャパンホールディングス【6035】,4080,3626,1434,サービス業,6035,サービス業,"186,960"
ジャパンマテリアル(株)【6055】,8758,8102,7905,サービス業,6055,サービス業,"159,932"
(株)リクルートホールディングス【6098】,162823,206011,223090,サービス業,6098,サービス業,"11,897,160"
オークマ(株)【6103】,4820,14995,27575,機械,6103,機械,"182,278"
(株)アマダ【6113】,26705,34682,45316,機械,6113,機械,"408,673"
(株)ＦＵＪＩ【6134】,21904,19571,23106,機械,6134,機械,"253,364"
ＯＳＧ【6136】,8396,19554,22520,機械,6136,機械,"181,075"
ＤＭＧ森精機(株)【6141】,10674,37339,36261,機械,6141,機械,"242,713"
(株)ディスコ【6146】,53106,36451,38645,機械,6146,機械,"1,118,860"
日本郵政(株)【6178】,‥,‥,‥,サービス業,6178,サービス業,"3,303,669"
(株)ベルシステム２４ホールディングス【6183】,11799,11105,8580,サービス業,6183,サービス業,"115,014"
(株)豊田自動織機【6201】,118159,128233,134684,輸送用機器,6201,輸送用機器,"3,115,037"
(株)オプトラン【6235】,8628,10879,10690,機械,6235,機械,"100,870"
ナブテスコ(株)【6268】,28533,25320,21889,機械,6268,機械,"475,782"
ＳＭＣ(株)【6273】,153355,146254,180203,機械,6273,機械,"4,563,600"
コマツ【6301】,167328,250707,397806,機械,6301,機械,"2,814,338"
住友重機械工業(株)【6302】,51342,56821,75244,機械,6302,機械,"347,331"
日立建機(株)【6305】,28235,72849,102296,機械,6305,機械,"732,467"
(株)クボタ【6326】,175284,201654,189314,機械,6326,機械,"2,896,959"
荏原【6361】,37879,35298,32482,機械,6361,機械,"585,474"
ダイキン工業(株)【6367】,238623,265513,276254,機械,6367,機械,"7,497,855"
(株)ダイフク【6383】,44566,40497,54681,機械,6383,機械,"1,306,616"
(株)竹内製作所【6432】,13207,12649,15411,機械,6432,機械,"142,097"
ブラザー工業(株)【6448】,42731,67329,71925,電気機器,6448,電気機器,"608,352"
ホシザキ(株)【6465】,18447,32664,36446,機械,6465,機械,"705,445"
日本精工(株)【6471】,6364,23604,79279,機械,6471,機械,"442,117"
ＮＴＮ(株)【6472】,-3138,7056,26945,機械,6472,機械,"141,103"
(株)ジェイテクト【6473】,12920,16158,66608,機械,6473,機械,"352,555"
ミネベアミツミ(株)【6479】,51166,58647,72033,電気機器,6479,電気機器,"1,202,232"
(株)日立製作所【6501】,798910,143240,518688,電気機器,6501,電気機器,"6,472,650"
三菱電機(株)【6503】,230195,259661,290477,電気機器,6503,電気機器,"3,400,094"
富士電機(株)【6504】,48595,42515,59972,電気機器,6504,電気機器,"752,457"
(株)安川電機【6506】,27180,24198,49766,電気機器,6506,電気機器,"1,321,451"
(株)ベイカレント・コンサルティング【6532】,,,,サービス業,6532,サービス業,"709,453"
ジャパンエレベーターサービスホールディングス(株)【6544】,3612,2717,2034,サービス業,6544,サービス業,"211,500"
(株)マキタ【6586】,88464,64046,78305,機械,6586,機械,"1,584,899"
日本電産(株)【6594】,160011,110326,138620,電気機器,6594,電気機器,"7,507,221"
オムロン(株)【6645】,62480,54760,76633,電気機器,6645,電気機器,"2,190,321"
(株)ＭＣＪ【6670】,15758,13706,9688,電気機器,6670,電気機器,"127,320"
(株)ジーエス・ユアサ　コーポレーション【6674】,24810,21676,22654,電気機器,6674,電気機器,"208,855"
ＮＥＣ【6701】,153759,127609,58465,電気機器,6701,電気機器,"1,705,312"
富士通(株)【6702】,266324,211483,130227,電気機器,6702,電気機器,"4,448,469"
ＯＫＩ【6703】,9509,16829,17522,電気機器,6703,電気機器,"83,380"
ルネサスエレクトロニクス(株)【6723】,65142,6845,68196,電気機器,6723,電気機器,"2,694,778"
セイコーエプソン(株)【6724】,47654,39479,71355,電気機器,6724,電気機器,"848,824"
(株)ワコム【6727】,13407,5566,4151,電気機器,6727,電気機器,"120,413"
(株)アルバック【6728】,17197,15958,23828,電気機器,6728,電気機器,"308,475"
エレコム(株)【6750】,15942,14121,12680,電気機器,6750,電気機器,"157,699"
パナソニック(株)【6752】,258600,293751,411498,電気機器,6752,電気機器,"3,382,655"
シャープ(株)【6753】,83112,51464,84140,電気機器,6753,電気機器,"839,599"
アンリツ(株)【6754】,19651,17413,11246,電気機器,6754,電気機器,"289,327"
ソニーグループ(株)【6758】,971865,845459,894235,電気機器,6758,電気機器,"16,160,468"
ＴＤＫ(株)【6762】,111535,97870,107823,電気機器,6762,電気機器,"1,522,042"
アルプスアルパイン(株)【6770】,13109,26795,49641,電気機器,6770,電気機器,"254,805"
横河電機(株)【6841】,31599,35588,34594,電気機器,6841,電気機器,"591,780"
アズビル(株)【6845】,25720,27255,26690,電気機器,6845,電気機器,"697,690"
日本光電【6849】,27094,15503,15044,電気機器,6849,電気機器,"324,755"
(株)堀場製作所【6856】,19694,20916,28838,電気機器,6856,電気機器,"321,548"
(株)アドバンテスト【6857】,70726,58708,64662,電気機器,6857,電気機器,"1,817,830"
(株)キーエンス【6861】,276758,277631,317868,電気機器,6861,電気機器,"16,345,988"
シスメックス(株)【6869】,51792,55284,61282,電気機器,6869,電気機器,"2,931,751"
(株)デンソー【6902】,155107,61078,316196,輸送用機器,6902,輸送用機器,"6,140,455"
レーザーテック(株)【6920】,26074,15062,7941,電気機器,6920,電気機器,"2,433,532"
スタンレー電気(株)【6923】,35903,24833,53927,電気機器,6923,電気機器,"489,855"
カシオ計算機(株)【6952】,15372,29064,30262,電気機器,6952,電気機器,"430,752"
ファナック(株)【6954】,112514,88350,163297,電気機器,6954,電気機器,"4,925,580"
浜松ホトニクス(株)【6965】,21752,25403,27263,電気機器,6965,電気機器,"1,104,130"
京セラ(株)【6971】,70644,100193,94823,電気機器,6971,電気機器,"2,530,800"
太陽誘電(株)【6976】,40766,37176,35237,電気機器,6976,電気機器,"720,108"
(株)村田製作所【6981】,313240,253247,266807,電気機器,6981,電気機器,"5,728,202"
日東電工(株)【6988】,93809,69733,92777,化学,6988,化学,"1,201,063"
(株)三井Ｅ＆Ｓホールディングス【7003】,-12243,-62079,-59703,機械,7003,機械,"45,954"
日立造船(株)【7004】,15396,13891,7358,機械,7004,機械,"147,746"
三菱重工業(株)【7011】,54081,-29538,186724,機械,7011,機械,"1,006,022"
川崎重工業(株)【7012】,-5305,62063,64023,輸送用機器,7012,輸送用機器,"395,960"
(株)ＩＨＩ【7013】,27961,60797,82488,機械,7013,機械,"417,172"
(株)ＦＰＧ【7148】,1879,14432,13064,証券業,7148,証券業,"62,084"
全国保証(株)【7164】,,,,その他金融業,7164,その他金融業,"369,153"
(株)めぶきフィナンシャルグループ【7167】,72374,73531,76369,銀行業,7167,銀行業,"280,615"
ＧＭＯフィナンシャルホールディングス(株)【7177】,12268,9762,11812,証券業,7177,証券業,"103,996"
(株)コンコルディア・フィナンシャルグループ【7186】,66178,83337,83761,銀行業,7186,銀行業,"564,891"
日産自動車(株)【7201】,-150651,-40469,318224,輸送用機器,7201,輸送用機器,"2,478,404"
いすゞ自動車(株)【7202】,95732,140582,176781,輸送用機器,7202,輸送用機器,"1,163,831"
トヨタ自動車(株)【7203】,2197748,2442869,2467545,輸送用機器,7203,輸送用機器,"32,360,778"
日野自動車(株)【7205】,12250,54859,86717,輸送用機器,7205,輸送用機器,"640,083"
三菱自動車(株)【7211】,-95321,12788,111815,輸送用機器,7211,輸送用機器,"549,914"
(株)アイシン【7259】,145332,56129,205562,輸送用機器,7259,輸送用機器,"1,227,320"
マツダ(株)【7261】,8820,43603,83013,輸送用機器,7261,輸送用機器,"662,131"
ホンダ【7267】,660208,633637,726370,輸送用機器,7267,輸送用機器,"6,189,651"
スズキ(株)【7269】,194432,215069,324365,輸送用機器,7269,輸送用機器,"2,509,635"
(株)ＳＵＢＡＲＵ【7270】,102468,210319,195529,輸送用機器,7270,輸送用機器,"1,750,260"
ヤマハ発動機(株)【7272】,81672,115364,140787,輸送用機器,7272,輸送用機器,"1,099,683"
(株)小糸製作所【7276】,56707,82411,101534,電気機器,7276,電気機器,"1,062,818"
豊田合成(株)【7282】,36479,17888,36525,輸送用機器,7282,輸送用機器,"299,761"
(株)シマノ【7309】,82701,68010,65687,輸送用機器,7309,輸送用機器,"2,751,930"
テイ・エス　テック(株)【7313】,26742,26326,38793,輸送用機器,7313,輸送用機器,"205,088"
(株)ノジマ【7419】,33826,22582,19212,小売業,7419,小売業,"144,124"
(株)良品計画【7453】,42447,872,36380,小売業,7453,小売業,"621,647"
(株)メディパルホールディングス【7459】,38576,53109,49827,卸売業,7459,卸売業,"521,571"
